,Team,Season,AVG(Score),AVG(fgm),AVG(fga),AVG(fgm3),AVG(fga3),AVG(ftm),AVG(fta),AVG(dr),AVG(ast),AVG(stl),AVG(blk),AVG(pf)
26,1130,2003,79.65517241,27.96551724,59.65517241,6,17.4137931,17.72413793,25.65517241,22.06896552,17,7,2.896551724,18.96551724
27,1131,2003,68.1,23.63333333,54.9,6.566666667,19.33333333,14.26666667,19.2,24.4,13.56666667,5.7,3.466666667,20.16666667
28,1132,2003,66.48148148,21.22222222,48.37037037,6.259259259,17.11111111,17.77777778,24.11111111,22.11111111,12.74074074,7.148148148,2.518518519,22.18518519
29,1133,2003,72.31034483,24.72413793,56.65517241,6.379310345,17.75862069,16.48275862,23.4137931,23.24137931,12.55172414,7.448275862,1.689655172,20.34482759
30,1135,2003,73.96428571,24.39285714,52.85714286,6.571428571,17.75,18.60714286,25,23.35714286,14.57142857,7.642857143,3.678571429,17.60714286
31,1137,2003,57.67857143,19,47,5.821428571,17.21428571,13.85714286,21.75,22.03571429,11.67857143,5.785714286,2.142857143,17.78571429
32,1138,2003,64.82142857,23.28571429,57.92857143,5.392857143,18.46428571,12.85714286,19.14285714,22.64285714,12.64285714,6.428571429,2.071428571,22.71428571
33,1139,2003,68.5862069,24.06896552,50.65517241,8.482758621,21.86206897,11.96551724,16.55172414,20.37931034,12.96551724,6.344827586,1.862068966,16.06896552
34,1140,2003,72.4516129,24.03225806,51.25806452,6.193548387,16.12903226,18.19354839,24.16129032,24.41935484,13.41935484,6.935483871,2.516129032,21.41935484
35,1141,2003,79.34482759,26.62068966,52.68965517,6.827586207,17.93103448,19.27586207,25.17241379,23.27586207,15.62068966,7.103448276,4,20.96551724
36,1142,2003,67.51724138,23.5862069,55.55172414,6.413793103,20.20689655,13.93103448,19.44827586,23.37931034,12.44827586,6.965517241,3.827586207,19.44827586
37,1143,2003,74.48275862,27.34482759,58.72413793,6.413793103,17.03448276,13.37931034,19.51724138,24.37931034,16,6.551724138,2.793103448,17.10344828
38,1144,2003,65.03846154,22.96153846,52.07692308,6.269230769,17.92307692,12.84615385,18.38461538,19.84615385,14.5,6.192307692,2.730769231,16.57692308
39,1145,2003,70.25,26.39285714,60.14285714,5.928571429,17.25,11.53571429,16.35714286,25.25,15.64285714,8.142857143,3.392857143,19.35714286
40,1147,2003,72.625,25.375,56.04166667,4.333333333,13.58333333,17.54166667,22.79166667,18.5,12.04166667,8.125,3.708333333,20.41666667
41,1148,2003,67.53571429,24.42857143,52.82142857,5.357142857,14.25,13.32142857,17.82142857,21.89285714,11.46428571,5.785714286,1.642857143,15.53571429
42,1149,2003,64.69230769,24.34615385,55.07692308,3.846153846,13.80769231,12.15384615,16.30769231,21.26923077,12.46153846,9.769230769,3.192307692,19.23076923
43,1150,2003,68.44827586,23.82758621,60.13793103,7.965517241,23.93103448,12.82758621,20.24137931,23.27586207,14.51724138,8.482758621,2.034482759,18.34482759
44,1151,2003,79.82142857,27.5,57.42857143,7.464285714,20.25,17.35714286,22.85714286,23.07142857,16.17857143,7.142857143,3.178571429,18.57142857
45,1152,2003,63.2,23.53333333,53.23333333,3.8,11.43333333,12.33333333,19.96666667,20.73333333,12.1,7.2,1.666666667,22.03333333
46,1153,2003,67.32142857,22.89285714,56.67857143,6.678571429,19.5,14.85714286,21.53571429,23.39285714,12.28571429,5.178571429,4.25,18.96428571
47,1154,2003,63.08333333,21.79166667,54.41666667,6.166666667,19.66666667,13.33333333,20.08333333,21.66666667,13.08333333,7.458333333,3.041666667,20.125
48,1155,2003,68.42857143,24.46428571,55.39285714,4.821428571,13.89285714,14.67857143,22.35714286,22.42857143,12.53571429,7.107142857,2.642857143,19.10714286
49,1156,2003,65.63333333,22.9,51.33333333,5.9,15.9,13.93333333,21.13333333,21,13.53333333,7.066666667,4.433333333,19.46666667
50,1157,2003,67.26923077,23.88461538,54.96153846,5.884615385,15.96153846,13.61538462,18.57692308,22.11538462,12.23076923,6.230769231,1.576923077,21.19230769
51,1158,2003,73.34482759,25.31034483,58.03448276,9.068965517,23.20689655,13.65517241,19.93103448,23.93103448,14.44827586,7.344827586,4.379310345,18.93103448
52,1159,2003,65.88461538,24.46153846,56.42307692,6.576923077,18.65384615,10.38461538,15.07692308,21.88461538,13.96153846,6.884615385,1.692307692,19.15384615
53,1160,2003,75.51612903,27.19354839,61.32258065,4.967741935,15.25806452,16.16129032,23.93548387,27.96774194,13.38709677,6.129032258,6.64516129,17.70967742
54,1161,2003,74,26.4,52.1,4.2,11.56666667,17,24.26666667,23.46666667,15.5,5.333333333,4.233333333,20.56666667
55,1162,2003,49.62962963,16.92592593,45.40740741,5.037037037,16.62962963,10.74074074,16,21.62962963,9.703703704,5.185185185,3.444444444,18.25925926
56,1163,2003,80.03333333,29.53333333,62.2,6.066666667,15.7,14.9,22.1,27.9,15.63333333,5.933333333,7.733333333,18.4
57,1164,2003,58.03571429,21.07142857,48.21428571,4.428571429,11.28571429,11.46428571,15.67857143,19.42857143,9.214285714,7.321428571,2.071428571,15.71428571
58,1165,2003,59.92307692,21.34615385,50.23076923,6.230769231,18.57692308,11,17.26923077,22.15384615,12.92307692,7.307692308,2.115384615,18.34615385
59,1166,2003,79.24242424,28.6969697,57.45454545,7.96969697,20.48484848,13.87878788,20.03030303,23.18181818,16.81818182,8.393939394,4.454545455,17.27272727
60,1168,2003,62.93103448,22.75862069,51.79310345,4.75862069,13.75862069,12.65517241,19.51724138,19.34482759,11.68965517,5.931034483,1.517241379,18
61,1169,2003,69.85714286,24.32142857,54.39285714,6.071428571,17.17857143,15.14285714,21.46428571,22.21428571,12.75,8.535714286,2,22.78571429
62,1170,2003,65.42857143,22.85714286,55.67857143,5.75,18.60714286,13.96428571,20.78571429,22.03571429,12.96428571,8.392857143,2.928571429,21.39285714
63,1171,2003,59.23076923,20.46153846,49.53846154,8.153846154,22.80769231,10.15384615,14.42307692,21.34615385,13.53846154,6.076923077,2.384615385,18.57692308
64,1172,2003,76.5,26.33333333,58.41666667,9.166666667,23.45833333,14.66666667,18.95833333,28.375,16,5.625,1.625,20.375
65,1173,2003,72.79310345,24.48275862,54.20689655,7.517241379,20.86206897,16.31034483,22.79310345,23.17241379,15.20689655,5.379310345,2.931034483,17.5862069
66,1174,2003,68.62068966,24.20689655,59.27586207,6.965517241,20.62068966,13.24137931,18.75862069,24.37931034,14.03448276,7.965517241,3.724137931,19.10344828
67,1175,2003,62.22222222,21.92592593,49.7037037,6.592592593,17.92592593,11.77777778,17.14814815,19.33333333,12.14814815,6.666666667,3.37037037,18.25925926
68,1176,2003,70.875,24.3125,59.65625,7.78125,22.5,14.46875,19.875,24.25,14.375,7.15625,1.6875,19.15625
69,1177,2003,67.03571429,23.35714286,53.10714286,4.428571429,13.32142857,15.89285714,21.85714286,24.60714286,12.85714286,5.75,2.107142857,18.17857143
70,1178,2003,70.96551724,26.5862069,55.27586207,4.517241379,13.03448276,13.27586207,18.86206897,22.31034483,13.37931034,6.413793103,2.551724138,19.17241379
71,1179,2003,63.75,21.75,48.42857143,5.464285714,15.85714286,14.78571429,20.21428571,22.39285714,12.78571429,3.892857143,1.607142857,17.17857143
72,1180,2003,68.62068966,24.5862069,57.10344828,6.379310345,18.55172414,13.06896552,19.4137931,24.4137931,14.72413793,7.344827586,4.620689655,18.24137931
73,1181,2003,81.96666667,27.36666667,60.33333333,7.333333333,20.6,19.9,28.06666667,23.1,13.83333333,8.5,5.133333333,21.26666667
74,1182,2003,66.7,23.5,52.83333333,5.666666667,15.46666667,14.03333333,20.36666667,22.16666667,12.56666667,6.7,3.6,19.46666667
75,1183,2003,77.21428571,27.53571429,61.89285714,6.75,17.82142857,15.39285714,20.14285714,22.85714286,16.14285714,6.392857143,2.035714286,19.64285714
76,1184,2003,74.66666667,26.75,59.79166667,5.5,16.875,15.66666667,22.58333333,21.375,14.20833333,7.833333333,2.5,22.91666667
77,1185,2003,76.84615385,26.73076923,58,4.807692308,15.76923077,18.57692308,28.84615385,24.30769231,14.73076923,6.038461538,3.153846154,21.76923077
78,1186,2003,69.96551724,23.89655172,51.20689655,4.689655172,13.34482759,17.48275862,23.82758621,22.86206897,14.79310345,7.689655172,2.724137931,21.48275862
79,1187,2003,63,22.72,56.16,4.24,15.76,13.32,19.28,24.76,11.92,4.76,3.64,17.32
80,1189,2003,62.4,22.92,54.2,4.52,13.96,12.04,18.28,20.56,11.16,7.2,2.56,19.48
81,1190,2003,79.7037037,28.07407407,61.40740741,5.222222222,15.18518519,18.33333333,24.81481481,24.03703704,14.03703704,10.7037037,5.259259259,19.51851852
82,1191,2003,70,23.92857143,49.5,5.857142857,14.96428571,16.28571429,22.32142857,23.07142857,15.75,5.392857143,3.392857143,19.89285714
83,1192,2003,72.62068966,25.4137931,58.10344828,8.482758621,24.10344828,13.31034483,18.89655172,21.27586207,14.03448276,6,2.344827586,19.24137931
84,1193,2003,70.63333333,24.03333333,54.2,4.266666667,12.9,18.3,25.33333333,25.6,12.83333333,7.6,5.333333333,20.3
85,1194,2003,69.07407407,25.14814815,64.03703704,6.481481481,19.33333333,12.2962963,18.40740741,21.55555556,12.22222222,9.074074074,3.481481481,23.33333333
86,1196,2003,75.90322581,26.93548387,56.51612903,8.677419355,22.12903226,13.35483871,18.93548387,24.25806452,16.41935484,7.774193548,4.096774194,16.90322581
87,1197,2003,71.48275862,23.48275862,54.51724138,8.275862069,21.31034483,16.24137931,24,24.44827586,11.24137931,7.24137931,2.103448276,19.89655172
88,1198,2003,59.89285714,21.28571429,52.21428571,3.714285714,12.07142857,13.60714286,22.28571429,20.85714286,9.5,7.75,2.035714286,19.21428571
89,1199,2003,68.06896552,24.75862069,57.31034483,6.413793103,19.27586207,12.13793103,18.06896552,24,13.93103448,9.448275862,4.482758621,18.93103448
90,1200,2003,64.64285714,23.14285714,56.14285714,6.857142857,20.53571429,11.5,18.60714286,22.35714286,12.10714286,7.428571429,3.285714286,21.10714286
91,1201,2003,71.64285714,25.89285714,57.75,6.535714286,18.42857143,13.32142857,18.85714286,24.32142857,14.75,6.571428571,4.428571429,19.89285714
92,1202,2003,64.53571429,23.35714286,56,5.607142857,17.10714286,12.21428571,17.67857143,22.89285714,12.71428571,6.928571429,2.892857143,17.46428571
93,1203,2003,71.37931034,23.82758621,54.34482759,5.931034483,17.44827586,17.79310345,26.34482759,22.75862069,13.27586207,6.448275862,3.172413793,20.51724138
94,1204,2003,75.57692308,27.69230769,60.34615385,6.153846154,17.30769231,14.03846154,21.88461538,22.92307692,13.61538462,7.384615385,3.692307692,19.42307692
95,1205,2003,67.21428571,25.17857143,63.71428571,7.964285714,26.60714286,8.892857143,12.71428571,25.75,15.42857143,6.75,2.964285714,18.42857143
96,1206,2003,64.07142857,22.78571429,53.85714286,4.464285714,14.67857143,14.03571429,20.67857143,23.46428571,11.71428571,7.607142857,2.214285714,16.92857143
97,1207,2003,76.31034483,26.4137931,61.44827586,4.689655172,14.31034483,18.79310345,25.62068966,25.51724138,15.51724138,9.482758621,6.310344828,22.20689655
98,1208,2003,79.18518519,28.51851852,61.44444444,6.703703704,17.62962963,15.44444444,21.62962963,24.59259259,17.92592593,7.62962963,4.37037037,17.18518519
99,1209,2003,73.21428571,26.64285714,58.78571429,6.107142857,18.25,13.82142857,19.46428571,22.17857143,13.28571429,7.607142857,4.928571429,17.14285714
100,1210,2003,74.07142857,27.03571429,60.53571429,5.678571429,16.35714286,14.32142857,21.14285714,24.75,15.57142857,8.071428571,5.357142857,18.57142857
101,1211,2003,77.06451613,26.06451613,55.4516129,7.161290323,19.06451613,17.77419355,24.64516129,25.32258065,15.74193548,6.806451613,3.516129032,18.64516129
102,1212,2003,71.10714286,26.39285714,62.42857143,6.214285714,18.17857143,12.10714286,17.32142857,25.5,13.32142857,5.464285714,3.964285714,19.67857143
103,1214,2003,71.46666667,25.33333333,55.8,5.933333333,18.46666667,14.86666667,22.5,23.46666667,14.63333333,8.433333333,3.7,22.63333333
104,1216,2003,64.5,23.32142857,55.89285714,4.964285714,14.78571429,12.89285714,20.25,22.57142857,12.03571429,7.25,2.321428571,18.78571429
105,1217,2003,70.61538462,25.42307692,59.46153846,7.769230769,21,12,17.69230769,24.80769231,15.42307692,7.461538462,2.384615385,20.38461538
106,1218,2003,69.82758621,24.93103448,54.89655172,5.275862069,15.10344828,14.68965517,21.37931034,22.48275862,16.24137931,6.793103448,3.103448276,17.86206897
107,1219,2003,68.51851852,24.96296296,56.25925926,5.407407407,16.22222222,13.18518519,20.33333333,21.48148148,11.88888889,7.407407407,2,18.25925926
108,1220,2003,64.10344828,23.4137931,57.55172414,6.827586207,21.20689655,10.44827586,17.75862069,25.62068966,13.06896552,5.24137931,2.931034483,20.13793103
109,1221,2003,69.34482759,24.20689655,52.72413793,5.310344828,14.75862069,15.62068966,22.13793103,24.31034483,15.4137931,7.965517241,4.482758621,18.37931034
110,1222,2003,58.25,21.28571429,52.78571429,5.571428571,18.35714286,10.10714286,15.32142857,25.96428571,10.78571429,5.214285714,4.428571429,16.60714286
111,1224,2003,73.2,26,59.86666667,6,17.23333333,15.2,22.1,20.43333333,11.16666667,8,2.766666667,19.2
112,1225,2003,61.88888889,22.07407407,53.7037037,5.407407407,16.37037037,12.33333333,17.55555556,22.77777778,12.03703704,5.925925926,3,16.66666667
113,1226,2003,70.59259259,25.85185185,58.33333333,5.481481481,16.18518519,13.40740741,20.81481481,22.55555556,14.25925926,8.037037037,3.407407407,19.88888889
114,1227,2003,75.44827586,27.86206897,58.44827586,6.413793103,15.55172414,13.31034483,22.27586207,24.34482759,16.44827586,6.172413793,3.310344828,19.44827586
115,1228,2003,75.43333333,27.1,55.8,7.433333333,20.16666667,13.8,19.1,25.4,18.26666667,7,3.1,19.13333333
116,1229,2003,64.5862069,23.68965517,53.5862069,6.482758621,14.72413793,10.72413793,15.24137931,21.13793103,11.51724138,6.172413793,2.413793103,18.89655172
117,1231,2003,70.53125,23.4375,54.9375,7.53125,21.625,16.125,22.625,25.625,13.8125,4.4375,5.34375,18.0625
118,1232,2003,56.41935484,20.77419355,52.77419355,4.838709677,14,10.03225806,14.64516129,20.83870968,12.29032258,6.516129032,2.774193548,18.38709677
119,1233,2003,74.96551724,26.13793103,56.72413793,5.724137931,15.62068966,16.96551724,23.68965517,24.20689655,16.44827586,8.206896552,4.344827586,20.37931034
120,1234,2003,69.53571429,24.25,54.14285714,4.785714286,16.67857143,16.25,22.64285714,25.03571429,14.46428571,6.642857143,4,17.71428571
121,1235,2003,70.39285714,26.32142857,57.75,5.714285714,14.82142857,12.03571429,17.75,25.39285714,11.85714286,5.5,5.5,18.64285714
122,1236,2003,68.17241379,23.37931034,54.89655172,6.862068966,20.51724138,14.55172414,20.75862069,23.27586207,13.55172414,8,3.034482759,19.55172414
123,1237,2003,71.25,24.4375,53.9375,6.5,18.59375,15.875,22.625,20.90625,13.375,8.1875,1.8125,19.34375
124,1238,2003,70.42857143,23.92857143,58.03571429,6.5,19.82142857,16.07142857,23.5,23.46428571,13.10714286,9.892857143,2.535714286,22.21428571
125,1239,2003,65.57142857,23.96428571,55.25,4.785714286,15.53571429,12.85714286,19.46428571,23.5,11.82142857,6.714285714,5.214285714,16.5
126,1240,2003,75,26.48275862,58.51724138,7.75862069,20.72413793,14.27586207,21.06896552,21.31034483,15.20689655,9.551724138,2.620689655,21.20689655
127,1241,2003,66.51724138,23.96551724,55.86206897,6.275862069,18.96551724,12.31034483,18.34482759,23.03448276,12.75862069,5.896551724,5.103448276,19.96551724
128,1242,2003,81.33333333,30.23333333,62.3,4.8,14.13333333,16.06666667,24.13333333,26.9,16.73333333,10.13333333,4.9,16.7
129,1243,2003,69.63333333,25.53333333,55.8,5.633333333,15.6,12.93333333,20.56666667,25.7,15.4,4.933333333,3.633333333,17.93333333
130,1245,2003,76.62068966,27.20689655,55.82758621,7.413793103,18.51724138,14.79310345,20.75862069,23.72413793,14.06896552,6.517241379,1.896551724,20.17241379
131,1246,2003,77.53125,28.46875,58.40625,5.90625,16.59375,14.6875,20.78125,24.15625,16.1875,7.8125,5.09375,17.375
132,1247,2003,68.31034483,22.5862069,56.89655172,6.310344828,19,16.82758621,23.03448276,22.5862069,11.4137931,6.344827586,2.068965517,21.10344828
133,1248,2003,66.11111111,23.2962963,52.55555556,6.851851852,19.25925926,12.66666667,17.88888889,23.55555556,13.37037037,5.185185185,3.814814815,16.11111111
134,1249,2003,64.80769231,22.23076923,52.30769231,5.730769231,16.80769231,14.61538462,21.5,26,10.57692308,6.192307692,4.615384615,18.30769231
135,1250,2003,63.84615385,22.34615385,52.15384615,5.269230769,15.03846154,13.88461538,19.03846154,24.07692308,12,7.076923077,3.038461538,18.84615385
136,1251,2003,65.51724138,21,52.17241379,5.517241379,18.27586207,18,24.34482759,24.20689655,11.31034483,8.620689655,3.034482759,20.13793103
137,1252,2003,76.875,24.5,56.45833333,8.291666667,21.70833333,19.58333333,26.875,26.66666667,14.25,4.041666667,3.583333333,19.20833333
138,1253,2003,62.57692308,21.34615385,49.65384615,5.769230769,17.69230769,14.11538462,19.92307692,20.34615385,11.76923077,4.5,2.615384615,19.42307692
139,1254,2003,75.07142857,27.57142857,63,5.892857143,19.10714286,14.03571429,20.78571429,25.78571429,14.32142857,6.571428571,2.178571429,20.92857143
140,1256,2003,68.08,24.24,57.44,4.84,14.32,14.76,21.24,24,11.16,5.4,3.2,20.24
141,1257,2003,81.83333333,27.96666667,60.83333333,8.433333333,23.4,17.46666667,25.1,25.1,16.6,7.2,4.733333333,22.66666667
142,1258,2003,70.36666667,24.26666667,56.73333333,4.033333333,13.16666667,17.8,25.1,21.8,14.36666667,7.833333333,4.1,22.3
143,1259,2003,59.03571429,19.39285714,49.17857143,5.357142857,16.85714286,14.89285714,21.71428571,22.07142857,9.535714286,5.535714286,2.642857143,18.28571429
144,1260,2003,74.48387097,26.41935484,62.87096774,6.35483871,20.70967742,15.29032258,21.03225806,23.58064516,11.83870968,7.258064516,4,20.74193548
145,1261,2003,73.22580645,26.80645161,55.06451613,6.741935484,17.58064516,12.87096774,19.87096774,24.51612903,16.38709677,8,4.161290323,16.35483871
146,1263,2003,70.96428571,26.57142857,55.53571429,7.107142857,19.75,10.71428571,16.35714286,26.32142857,15.67857143,7.214285714,5.607142857,17.14285714
147,1264,2003,76.17241379,25.93103448,57.55172414,5.517241379,15.82758621,18.79310345,23.89655172,23.31034483,13.86206897,9.172413793,3.896551724,21.93103448
148,1265,2003,71.34482759,24.17241379,59.10344828,7.75862069,21.03448276,15.24137931,19.5862069,23.72413793,13.86206897,6.862068966,3.551724138,16.82758621
149,1266,2003,78.39285714,27.21428571,56.25,5.785714286,15.25,18.17857143,23.60714286,24.07142857,16.32142857,6,3.642857143,18.64285714
150,1267,2003,71.92857143,24.89285714,53.14285714,6.285714286,17.35714286,15.85714286,20.5,23.67857143,13.78571429,6.035714286,3.678571429,19.35714286
151,1268,2003,80.78571429,29.42857143,63.35714286,6.75,16.96428571,15.17857143,21.57142857,26.75,18.89285714,10.89285714,6.607142857,19
152,1269,2003,61.42857143,22.25,51.78571429,5.571428571,18.57142857,11.35714286,17.89285714,21.46428571,14.03571429,6.035714286,3.785714286,19.53571429
153,1270,2003,68.51851852,23.88888889,54.7037037,6.925925926,19.14814815,13.81481481,20.22222222,23.25925926,12.77777778,7.259259259,4.074074074,21.44444444
154,1271,2003,62.85714286,21.5,56.07142857,7.928571429,23.25,11.92857143,16.28571429,19.07142857,9.928571429,6.285714286,2.464285714,21.17857143
155,1272,2003,74.51724138,26.27586207,60,7,20.06896552,14.96551724,22.89655172,25.96551724,16.62068966,7.379310345,5.068965517,18.75862069
156,1273,2003,78.07142857,27.42857143,58.17857143,6.714285714,17.75,16.5,23.78571429,26,16.39285714,6.607142857,4.25,17.17857143
157,1274,2003,69.85714286,24.71428571,58.10714286,6.107142857,18.32142857,14.32142857,19.96428571,23.14285714,14.03571429,9.714285714,4.25,19.96428571
158,1275,2003,58.37037037,19.96296296,47.62962963,6.333333333,19.62962963,12.11111111,17.48148148,20.03703704,11,5.888888889,1.777777778,18.62962963
159,1276,2003,69,23.53333333,54.3,6.266666667,17.5,15.66666667,21.16666667,22.76666667,12.16666667,5.466666667,3.466666667,18.36666667
160,1277,2003,67.22580645,23.03225806,51.09677419,4.903225806,13.38709677,16.25806452,22.12903226,24.25806452,13.61290323,6.387096774,3.709677419,20.03225806
161,1278,2003,74.42857143,25.78571429,59.28571429,7.571428571,20.78571429,15.28571429,21.85714286,24.82142857,16.32142857,7.357142857,6.428571429,20.32142857
162,1279,2003,66.65517241,23.4137931,51.27586207,6.275862069,16.86206897,13.55172414,18.65517241,20.96551724,13.37931034,6.448275862,2,20.06896552
163,1280,2003,70.16666667,26.33333333,55.8,5.566666667,16.2,11.93333333,17.63333333,24.6,14.5,8.733333333,3.733333333,15.9
164,1281,2003,71.77419355,26.16129032,59.19354839,7.483870968,20.96774194,11.96774194,18.16129032,25.90322581,13.74193548,5.709677419,4.322580645,16.87096774
165,1282,2003,67.86206897,23.37931034,57.55172414,9.379310345,26.4137931,11.72413793,18,21.10344828,12.03448276,5.827586207,2.689655172,18.24137931
166,1283,2003,66.5862069,23.62068966,54.10344828,4.310344828,12.06896552,15.03448276,22.51724138,22.37931034,10.10344828,7.310344828,3.689655172,20.13793103
167,1284,2003,66,22.46428571,52.57142857,6.321428571,18.92857143,14.75,21.53571429,25.07142857,14.32142857,7.892857143,2.714285714,16.96428571
168,1285,2003,69.71428571,24.28571429,56.46428571,7.821428571,21.82142857,13.32142857,18.89285714,23.25,12.17857143,5.857142857,4.178571429,21.53571429
169,1286,2003,63,21.6,50.04,6.28,17.72,13.52,18.92,21.56,12.76,5.36,1.8,16.2
170,1287,2003,79.5,28.57692308,57.65384615,6.038461538,15.80769231,16.30769231,21.53846154,21.88461538,14.61538462,7.423076923,2.269230769,17.34615385
171,1288,2003,68.17241379,23.65517241,58.06896552,6,17.37931034,14.86206897,22.89655172,20.62068966,10.62068966,6.344827586,1.965517241,20.62068966
172,1289,2003,60.25,20.91666667,53.33333333,4.875,17.41666667,13.54166667,21.41666667,21.875,9.416666667,6.541666667,3.083333333,18.16666667
173,1290,2003,75.96296296,27.07407407,67.92592593,10.07407407,28.55555556,11.74074074,16.74074074,21.25925926,15.44444444,9.037037037,2.703703704,17.96296296
174,1291,2003,63.51851852,21.51851852,55.77777778,6.62962963,20.51851852,13.85185185,19.88888889,20.33333333,11.66666667,8.333333333,3.037037037,21.37037037
175,1292,2003,68.32142857,24.53571429,53.28571429,6.464285714,17.82142857,12.78571429,18.78571429,24.67857143,11.78571429,5.357142857,2.357142857,20.39285714
176,1293,2003,74.85185185,27.2962963,59.51851852,6.740740741,20.25925926,13.51851852,19.03703704,24.14814815,15.85185185,7,4.555555556,17.62962963
177,1296,2003,69.61290323,24.35483871,53.06451613,6.290322581,16.41935484,14.61290323,22.38709677,22.64516129,12.67741935,7.612903226,3.612903226,19.80645161
178,1298,2003,59.80769231,20.84615385,50.61538462,5.769230769,17.5,12.34615385,18.84615385,21.69230769,12.34615385,7.038461538,2.538461538,19.88461538
179,1299,2003,60.84615385,22.03846154,56.5,6.076923077,18.26923077,10.69230769,18.26923077,20.57692308,9.115384615,6.307692308,1.423076923,18.73076923
180,1301,2003,72.4,24.33333333,53.33333333,7.966666667,22.5,15.76666667,20.46666667,22.03333333,14.66666667,7.766666667,3.066666667,18.66666667
181,1304,2003,63.4137931,22.93103448,57.51724138,4.586206897,16.72413793,12.96551724,20.03448276,26.03448276,11.20689655,6.275862069,3.206896552,18.34482759
182,1305,2003,76.3,25.16666667,58.03333333,6.033333333,17.06666667,19.93333333,27.96666667,25.1,11.53333333,6.633333333,3.766666667,20.86666667
183,1306,2003,65.5,21.75,54.67857143,7.107142857,21.64285714,14.89285714,24.03571429,22.53571429,11.42857143,6.892857143,1.535714286,20.5
